序号,书籍封面,书名,推荐,出版时间,出版社,五星评价人数,现价,原价,折扣
269,http://img3m2.ddimg.cn/76/20/27880852-1_l_3.jpg,口才三绝 为人三会 修心三不（共3册）,99.9%推荐,2018-11-01,五星评分：,624,&yen;44.70,&yen;89.40,5.0折
270,http://img3m1.ddimg.cn/83/1/23323691-1_l_10.jpg,曹文轩文集典藏版（全7册）,99.9%推荐,2013-09-01,五星评分：,6318,&yen;139.40,&yen;168.00,8.3折
271,http://img3m0.ddimg.cn/88/28/23733160-1_l_1.jpg,儒林外史(56回全本，内容考证、文字句读全新修订版。),99.9%推荐,2015-07-01,五星评分：,3562,&yen;21.30,&yen;25.00,8.5折
272,http://img3m9.ddimg.cn/92/20/25352309-1_l_16.jpg,拼音真好玩（全彩6册）（从幼小衔接到一年级，拼音学习必备启蒙书，附赠超实用拼音全表） 小猛犸童书出品,100%推荐,2018-10-15,五星评分：,1796,&yen;87.10,&yen;99.00,8.8折
273,http://img3m5.ddimg.cn/35/17/28500155-1_l_3.jpg,2020年6月新试卷星火英语四级真题备考2020试卷全真试题+标准模拟(4级）刷题真题词汇写作听力口语,99.9%推荐,2020-01-01,五星评分：,94,&yen;46.00,&yen;59.80,7.7折
274,http://img3m9.ddimg.cn/12/30/26917419-1_l_3.jpg,埃及四千年（破解四千年王朝兴衰秘密的里程碑式巨作）,99.9%推荐,2019-03-01,五星评分：,2811,&yen;102.70,&yen;118.00,8.7折
275,http://img3m2.ddimg.cn/46/33/25230592-1_l_5.jpg,愿望的实现 二年级下册 曹文轩 陈先云 主编 统编语文教科书必读书目 人教版快乐读书吧名著阅读课程化丛书,100%推荐,2018-01-01,五星评分：,1409,&yen;9.70,&yen;10.00,9.7折
276,http://img3m2.ddimg.cn/10/32/24021172-1_l_2.jpg,古文观止（上下）,99.9%推荐,2016-09-01,五星评分：,3186,&yen;41.40,&yen;52.00,8.0折
277,http://img3m0.ddimg.cn/91/2/28486450-1_l_6.jpg,2020春 小学教材全解 六年级语文下 人教版(RJ版),99.9%推荐,2019-11-01,五星评分：,130,&yen;38.20,&yen;39.80,9.6折
278,http://img3m2.ddimg.cn/32/4/23662022-1_l_9.jpg,草房子（当当网定制版）,100%推荐,2015-03-01,五星评分：,5734,&yen;20.80,&yen;25.00,8.3折
279,http://img3m4.ddimg.cn/88/18/25261324-1_l_3.jpg,米小圈上学记三年级（套装共4册）,100%推荐,2018-04-01,五星评分：,27335,&yen;83.00,&yen;100.00,8.3折
280,http://img3m8.ddimg.cn/77/28/23311508-1_l_5.jpg,无人生还：阿加莎 克里斯蒂作品集10（销售记录超过一亿册的侦探小说 被改编为二十部影视剧 同名话剧七十年常演不衰）,100%推荐,2013-07-01,五星评分：,2885,&yen;27.40,&yen;28.00,9.8折
281,http://img3m9.ddimg.cn/44/17/25112879-1_l_5.jpg,骆驼祥子 七年级下 人教版名著阅读课程化丛书 教育部统编教材推荐必读书目 人民教育出版社,100%推荐,2017-06-01,五星评分：,743,&yen;21.60,&yen;28.80,7.5折
282,http://img3m0.ddimg.cn/1/19/25283710-1_l_3.jpg,海底两万里(教育部统编《语文》推荐阅读丛书)部编教材七年级下册推荐阅读,100%推荐,2018-06-01,五星评分：,792,&yen;32.40,&yen;35.00,9.3折
283,http://img3m8.ddimg.cn/87/1/25289538-1_l_7.jpg,小熊宝宝绘本（2018版全15册）蒲蒲兰经典畅销绘本！新手妈妈的育儿宝典，销量超千万册！(0-3岁),100%推荐,2007-05-16,五星评分：,2341,&yen;91.20,&yen;96.00,9.5折
284,http://img3m4.ddimg.cn/88/10/24057484-1_l_9.jpg,刻意练习：如何从新手到大师 团购电话:4001066666转6,99.9%推荐,2016-10-24,五星评分：,2037,&yen;21.30,&yen;39.00,5.5折
285,http://img3m3.ddimg.cn/56/26/27899543-1_l_4.jpg,汴京之围：北宋末年的外交、战争和人（马伯庸、罗振宇、虞云国鼎力推荐！新浪好书2019年度推荐图书！随书赠送价值58元同名精品有声书）,99.9%推荐,2019-07-01,五星评分：,931,&yen;67.90,&yen;78.00,8.7折
286,http://img3m7.ddimg.cn/92/3/26918687-1_l_6.jpg,幽微的人性,100%推荐,2019-04-01,五星评分：,1510,&yen;34.70,&yen;39.80,8.7折
287,http://img3m9.ddimg.cn/56/27/26482259-1_l_10.jpg,断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰的减法哲学,100%推荐,2019-01-11,五星评分：,1263,&yen;44.10,&yen;45.00,9.8折
288,http://img3m0.ddimg.cn/55/21/26440480-1_l_2.jpg,拉封丹寓言 统编语文教科书三年级（下）推荐阅读（中小学新课标必读名著）10000多名读者热评！,100%推荐,2018-10-01,五星评分：,440,&yen;18.20,&yen;22.80,8.0折
289,http://img3m9.ddimg.cn/94/1/24228859-1_l_5.jpg,钢铁是怎样炼成的（新课标・部编本教材推荐阅读  八年级下）,100%推荐,2017-04-01,五星评分：,1867,&yen;19.50,&yen;26.00,7.5折
290,http://img3m5.ddimg.cn/64/14/25102405-1_l_3.jpg,把坏脾气收起来,100%推荐,2017-08-01,五星评分：,2603,&yen;34.20,&yen;36.00,9.5折
291,http://img3m7.ddimg.cn/34/1/25257607-1_l_3.jpg,装在口袋里的爸爸 曹文轩推荐儿童文学经典书系 3万多名读者热评！,100%推荐,2015-12-01,五星评分：,661,&yen;15.60,&yen;20.80,7.5折
292,http://img3m4.ddimg.cn/29/33/25198994-1_l_7.jpg,成语接龙（彩图注音版）小学生语文新课标必读丛书,100%推荐,2012-06-01,五星评分：,988,&yen;11.30,&yen;13.80,8.2折
293,http://img3m9.ddimg.cn/73/31/23504059-1_l_7.jpg,小猪唏哩呼噜(注音版上、下),100%推荐,2014-07-01,五星评分：,5693,&yen;30.00,&yen;30.00,10.0折
294,http://img3m4.ddimg.cn/69/33/22732944-1_l_6.jpg,你好！数学（超值礼品盒装，共30册）,99.8%推荐,2012-04-01,五星评分：,1949,&yen;199.20,&yen;240.00,8.3折
295,http://img3m3.ddimg.cn/31/27/25163653-1_l_4.jpg,自卑与超越（白岩松推荐，完整全译本未删节）,100%推荐,2017-09-01,五星评分：,1600,&yen;22.00,&yen;25.00,8.8折
296,http://img3m1.ddimg.cn/23/34/25340261-1_l_2.jpg,地狱变：芥川龙之介代表作，人生比地狱更像地狱！,100%推荐,2018-09-01,五星评分：,796,&yen;43.90,&yen;48.00,9.1折
297,http://img3m6.ddimg.cn/25/12/23490646-1_l_1.jpg,东野圭吾：嫌疑人X的献身（王凯、张鲁一推荐，至为纯粹的爱情，绝好的诡计）,100%推荐,2014-06-01,五星评分：,8797,&yen;24.20,&yen;35.00,6.9折
298,http://img3m6.ddimg.cn/13/9/28485976-1_l_3.jpg,53天天练 小学数学 二年级下册 RJ（人教版）2020年春（含答案册及口算册，赠测评卷）,99.9%推荐,2019-11-01,五星评分：,94,&yen;35.30,&yen;36.80,9.6折
299,http://img3m9.ddimg.cn/74/1/23685329-1_l_31.jpg,岛上书店（李现推荐，每个人的生命中，都有无比艰难的那一年，将人生变得美好而辽阔。加・泽文感动全球千万读者的治愈小说！）,99.9%推荐,2015-05-08,五星评分：,7787,&yen;33.30,&yen;35.00,9.5折
300,http://img3m2.ddimg.cn/5/16/25204712-1_l_3.jpg,小鸡球球成长绘本系列：全6册,100%推荐,2018-02-02,五星评分：,10436,&yen;121.40,&yen;142.80,8.5折
301,http://img3m2.ddimg.cn/25/36/27878722-1_l_26.jpg,小孩（大冰2019全新作品！5分钟销量6.3万册+，30分钟突破12.4万册，再创历史新高！）,100%推荐,2019-07-01,五星评分：,7882,&yen;38.80,&yen;39.60,9.8折
302,http://img3m8.ddimg.cn/44/22/28476998-1_l_6.jpg,康辉：平均分（当当印签版书法）,99.9%推荐,2019-11-08,五星评分：,264,&yen;54.30,&yen;58.00,9.4折
303,http://img3m3.ddimg.cn/42/9/27880323-1_l_1.jpg,小学生英语音标速查表2,99.9%推荐,2019-04-01,五星评分：,413,&yen;3.00,&yen;3.50,8.6折
304,http://img3m8.ddimg.cn/50/28/25172978-1_l_5.jpg,牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现、黄轩、TFBOYS、高圆圆推荐，能改变一个人一生的书）,100%推荐,2018-01-01,五星评分：,7628,&yen;24.20,&yen;35.00,6.9折
305,http://img3m6.ddimg.cn/39/16/27927246-1_l_8.jpg,伪装学渣1+2（全两册）（新锐作家木瓜黄暖心校园力作，讲述贺朝和谢俞两个学霸伪装学渣共同竞争的故事）,99.8%推荐,2019-09-01,五星评分：,415,&yen;43.80,&yen;79.60,5.5折
306,http://img3m7.ddimg.cn/57/11/28499187-1_l_3.jpg,53天天练 小学语文 四年级下册 RJ（人教版）2020年春（含答案册及课堂笔记，赠测评卷）部编版,99.8%推荐,2019-12-13,五星评分：,72,&yen;35.30,&yen;36.80,9.6折
307,http://img3m8.ddimg.cn/67/35/25173688-1_l_5.jpg,时代广场的蟋蟀 麦克米伦世纪大奖小说典藏本,100%推荐,2017-10-01,五星评分：,3439,&yen;17.00,&yen;20.00,8.5折
308,http://img3m9.ddimg.cn/41/0/25170989-1_l_5.jpg,苏菲的世界（新版）（5-6年级读书清单）,100%推荐,2017-09-19,五星评分：,8311,&yen;28.50,&yen;38.00,7.5折
309,http://img3m6.ddimg.cn/75/15/1557588756-1_l_3.jpg,2021心理学考研 312心理学考研教材全套书 普通心理学彭聃龄 社会心理学第三版 发展心理学心理学考研312,100%推荐,2017-01-01,五星评分：,104,&yen;235.00,&yen;410.00,5.7折
310,http://img3m2.ddimg.cn/66/21/28510482-1_l_3.jpg,得到你的一百种方式（陈楸帆、杨璐、张均斌、温智凡跨界推荐！“斜杠青年”崔书馨以绮幻之笔，抒写都市情感困境，聚焦都市人复杂且微妙的心灵世界。）,100%推荐,2020-03-03,五星评分：,67,&yen;36.60,&yen;42.00,8.7折
311,http://img3m9.ddimg.cn/6/10/25257579-1_l_3.jpg,怪老头儿 曹文轩推荐儿童文学经典书系 6万多名读者热评！,100%推荐,2015-04-01,五星评分：,1132,&yen;17.10,&yen;22.80,7.5折
312,http://img3m4.ddimg.cn/46/23/26487694-1_l_1.jpg,浮生六记（详细注解+准确优美直译，你一定能读懂原文，李现推荐）,99.9%推荐,2019-02-01,五星评分：,7646,&yen;27.30,&yen;35.00,7.8折
313,http://img3m0.ddimg.cn/30/25/24156030-1_l_12.jpg,长安十二时辰（上下册）,99.9%推荐,2016-11-21,五星评分：,3891,&yen;77.90,&yen;79.60,9.8折
314,http://img3m3.ddimg.cn/80/14/25236863-1_l_6.jpg,经典译林：傅雷家书（新课标八年级下必读！独家收录傅雷家人书信！呈现傅雷家书通信往来全貌。傅雷家人亲自编纂！）,100%推荐,2018-02-01,五星评分：,1017,&yen;39.20,&yen;49.00,8.0折
315,http://img3m5.ddimg.cn/54/24/22800645-1_l_14.jpg,钢铁是怎样炼成的 统编语文教科书八年级（下）指定阅读 中小学新课标必读名著 160000多名读者热评！,99.9%推荐,2012-07-01,五星评分：,2121,&yen;11.20,&yen;14.80,7.6折
316,http://img3m9.ddimg.cn/81/32/28509309-1_l_3.jpg,庆余年（套装1-3）,99.7%推荐,2019-12-01,五星评分：,86,&yen;117.00,&yen;117.00,10.0折
317,http://img3m8.ddimg.cn/2/10/23445578-1_l_11.jpg,马小跳玩数学 2年级    79000多名读者热评！,99.9%推荐,2014-02-01,五星评分：,1323,&yen;16.80,&yen;19.80,8.5折
318,http://img3m7.ddimg.cn/50/25/23706887-1_l_1.jpg,我是猫（陈乔恩推荐！百万畅销译本。日本“国民大师”夏目漱石笔下会“吐槽”的猫。译文轻松幽默，好读，爱猫的你一定喜欢）,99.9%推荐,2015-06-01,五星评分：,2295,&yen;35.90,&yen;39.80,9.0折
319,http://img3m7.ddimg.cn/96/16/27950667-1_l_3.jpg,我是猫（鲁迅，村上春树，芥川龙之介推崇备至！）,99.9%推荐,2019-09-01,五星评分：,129,&yen;43.50,&yen;58.00,7.5折
320,http://img3m2.ddimg.cn/9/26/25125912-1_l_1.jpg,舒克贝塔传（全10册）,100%推荐,2017-08-01,五星评分：,1768,&yen;166.00,&yen;200.00,8.3折
321,http://img3m1.ddimg.cn/45/32/25230591-1_l_6.jpg,神笔马良 二年级下册 曹文轩 陈先云 主编 统编语文教科书必读书目 人教版快乐读书吧名著阅读课程化丛书,100%推荐,2018-01-01,五星评分：,1289,&yen;13.30,&yen;13.80,9.6折
322,http://img3m1.ddimg.cn/20/17/28511921-1_l_3.jpg,拒绝生病：预防和遏制致命慢性疾病的65条科学法则（乔布斯主治医师大卫?阿古斯博士全新力作！《纽约时报》畅销书，全球畅销18个国家和地区）,99.1%推荐,2020-01-01,五星评分：,109,&yen;48.90,&yen;49.90,9.8折
323,http://img3m4.ddimg.cn/86/30/27858884-1_l_3.jpg,长腿叔叔（教会孩子们面对困难如何自强、面对挑战如何自信、面对帮助如何感恩。）,100%推荐,2019-04-01,五星评分：,484,&yen;45.80,&yen;58.00,7.9折
324,http://img3m0.ddimg.cn/35/24/24516890-1_l_3.jpg,一只特立独行的猪（肖战推荐）,100%推荐,2017-04-01,五星评分：,4269,&yen;22.80,&yen;35.00,6.5折
325,http://img3m4.ddimg.cn/61/33/25240804-1_l_3.jpg,十二生肖的故事――（启发童书馆出品）,100%推荐,2018-02-28,五星评分：,1483,&yen;37.80,&yen;39.80,9.5折
326,http://img3m6.ddimg.cn/90/20/25261326-1_l_3.jpg,米小圈上学记四年级（套装共4册）,100%推荐,2018-04-01,五星评分：,45122,&yen;83.00,&yen;100.00,8.3折
327,http://img3m0.ddimg.cn/67/4/24003310-1_l_7.jpg,Python编程 从入门到实践,99.9%推荐,2016-07-01,五星评分：,2444,&yen;62.80,&yen;89.00,7.1折
328,http://img3m5.ddimg.cn/44/2/25097435-1_l_3.jpg,中国历代政治得失（新修订版）,100%推荐,2017-06-01,五星评分：,2085,&yen;32.00,&yen;32.00,10.0折
329,http://img3m3.ddimg.cn/96/29/20500323-1_l_6.jpg,曾国藩（全三册）,99.5%推荐,2009-01-01,五星评分：,990,&yen;87.00,&yen;100.00,8.7折
330,http://img3m5.ddimg.cn/55/4/24010525-1_l_6.jpg,枪炮、病菌与钢铁――人类社会的命运(修订版）,99.9%推荐,2016-07-01,五星评分：,3049,&yen;53.90,&yen;55.00,9.8折
331,http://img3m0.ddimg.cn/27/8/27913770-1_l_3.jpg,我爸爸+我妈妈（全2册）――清华附小推荐经典儿童绘本 ！（启发童书馆出品）,100%推荐,2019-10-01,五星评分：,338,&yen;62.80,&yen;79.60,7.9折
332,http://img3m9.ddimg.cn/14/21/28507559-1_l_2.jpg,笑猫日记――幸运女神的宠儿,100%推荐,2019-12-01,五星评分：,70,&yen;16.60,&yen;20.00,8.3折
333,http://img3m3.ddimg.cn/38/7/28503623-1_l_3.jpg,2020春 小学教材全解 二年级语文下 人教版 统编版,100%推荐,2019-12-01,五星评分：,81,&yen;38.20,&yen;39.80,9.6折
334,http://img3m6.ddimg.cn/55/19/26916076-1_l_2.jpg,100层的房子（全4册，《100层的房子》+《地下100层的房子》+《海底100层的房子》+《天空100层的房子》）,100%推荐,2018-08-01,五星评分：,631,&yen;148.20,&yen;156.00,9.5折
335,http://img3m8.ddimg.cn/73/28/20975698-1_l_7.jpg,创业史（七年级下册自主阅读推荐）,99.9%推荐,2009-01-01,五星评分：,1620,&yen;24.80,&yen;36.00,6.9折
336,http://img3m3.ddimg.cn/28/9/25547473-1_l_6.jpg,神奇校车大家族（全73册）,100%推荐,2018-10-01,五星评分：,614,&yen;736.90,&yen;828.00,8.9折
337,http://img3m5.ddimg.cn/40/13/25112875-1_l_5.jpg,海底两万里 七年级下 人教版名著阅读课程化丛书 教育部统编教材推荐必读书目 人民教育出版社,100%推荐,2017-06-01,五星评分：,595,&yen;29.10,&yen;38.80,7.5折
338,http://img3m9.ddimg.cn/44/23/23415029-1_l_3.jpg,余秋雨 文化苦旅（1-9年级必读书单）,99.9%推荐,2014-03-01,五星评分：,2609,&yen;38.00,&yen;38.00,10.0折
339,http://img3m4.ddimg.cn/35/14/23993774-1_l_6.jpg,唐诗三百首 小学生 成长必读 绘本 注音版,99.9%推荐,2016-08-01,五星评分：,1605,&yen;30.00,&yen;40.00,7.5折
340,http://img3m0.ddimg.cn/9/18/28486170-1_l_8.jpg,我不怕这漫长黑夜（百万畅销作家苑子豪全新短篇故事集。何炅、韩寒真挚推荐，愿在迷茫的黑暗中，你的坚持都被照亮）,100%推荐,2019-11-01,五星评分：,1543,&yen;44.10,&yen;45.00,9.8折
341,http://img3m6.ddimg.cn/89/33/104336-1_l_3.jpg,西游记原著版（上、下册）（七年级上册必读、1-9年级必读书单）（团购电话:400-1066666转6）,99.9%推荐,2010-10-01,五星评分：,7561,&yen;30.70,&yen;47.20,6.5折
342,http://img3m5.ddimg.cn/9/8/25278075-1_l_22.jpg,观山海  “百鬼画师”杉泽绝美诠释山海经,99.9%推荐,2018-06-01,五星评分：,5415,&yen;151.20,&yen;168.00,9.0折
343,http://img3m6.ddimg.cn/68/27/25171016-1_l_27.jpg,培生幼儿英语：预备级（升级版）,100%推荐,2017-11-01,五星评分：,37487,&yen;100.30,&yen;118.00,8.5折
344,http://img3m3.ddimg.cn/15/4/24044343-1_l_6.jpg,写给儿童的中国地理（全14册）,99.9%推荐,2016-09-01,五星评分：,4275,&yen;333.20,&yen;392.00,8.5折
345,http://img3m9.ddimg.cn/58/11/27861529-1_l_28.jpg,作家榜经典：人间失格（李现推荐！全新未删节插图珍藏版，译者获日本H氏大奖！我以为自己很孤独，幸好看了《人间失格》）,100%推荐,2019-05-01,五星评分：,795,&yen;35.90,&yen;39.90,9.0折
346,http://img3m5.ddimg.cn/28/0/28493515-1_l_6.jpg,东野圭吾：梦幻花（东野圭吾构思十年悬疑力作，比肩《白夜行》，新收录创作手记）,100%推荐,2020-02-01,五星评分：,123,&yen;43.80,&yen;46.80,9.4折
347,http://img3m8.ddimg.cn/30/22/27902388-1_l_9.jpg,富爸爸穷爸爸（新版本）当当投资理财类畅销图书！本版随书附赠价值198元的“小白财商在线课程”,100%推荐,2019-08-01,五星评分：,485,&yen;87.10,&yen;89.00,9.8折
348,http://img3m7.ddimg.cn/67/34/25327237-1_l_4.jpg,【2019诺贝尔经济学奖得主作品】 贫穷的本质（修订版）：我们为什么摆脱不了贫穷,100%推荐,2018-09-01,五星评分：,585,&yen;34.80,&yen;58.00,6.0折
349,http://img3m7.ddimg.cn/21/31/28508457-1_l_3.jpg,"俪殇 : 改变历史的女人. 1, 先秦卷（ 她们在山河飘零的悠悠岁月中傲世独立，刹那芳华 她们在男性主宰的寂寂长空中灵光乍现，灿若星河 ）",100%推荐,2020-03-10,五星评分：,58,&yen;34.70,&yen;39.80,8.7折
350,http://img3m0.ddimg.cn/49/4/27942700-1_l_3.jpg,是谁嗯嗯在我的头上――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！,100%推荐,2019-11-01,五星评分：,161,&yen;37.80,&yen;39.80,9.5折
351,http://img3m1.ddimg.cn/7/9/25311931-1_l_3.jpg,彩虹色的花,100%推荐,2018-07-01,五星评分：,1667,&yen;39.10,&yen;46.00,8.5折
352,http://img3m6.ddimg.cn/53/10/27855386-1_l_3.jpg,AWM绝地求生 上册+下册,99.8%推荐,2019-04-24,五星评分：,664,&yen;57.30,&yen;79.60,7.2折
353,http://img3m5.ddimg.cn/69/12/28499595-1_l_3.jpg,2020春 中学教材全解 七年级语文下 人教版统编版,99.9%推荐,2019-11-01,五星评分：,92,&yen;38.20,&yen;39.80,9.6折
354,http://img3m2.ddimg.cn/1/22/28497052-1_l_6.jpg,三生三世枕上书. 全二册,100%推荐,2019-12-01,五星评分：,97,&yen;86.10,&yen;92.00,9.4折
355,http://img3m2.ddimg.cn/1/34/24185602-1_l_4.jpg,杀死一只知更鸟（精装）,100%推荐,2017-02-01,五星评分：,1967,&yen;26.40,&yen;48.00,5.5折
356,http://img3m3.ddimg.cn/94/0/28503283-1_l_3.jpg,2020春 小学教材全解 三年级语文下 人教版 统编版,99.8%推荐,2019-12-01,五星评分：,82,&yen;38.20,&yen;39.80,9.6折
357,http://img3m2.ddimg.cn/1/27/23718322-1_l_13.jpg,无声告白（我们终此一生，就是要摆脱他人的期待，找到真正的自己。就是她！征服欧美文坛的华裔作家伍绮诗！）,99.9%推荐,2016-09-01,五星评分：,4361,&yen;32.20,&yen;35.00,9.2折
358,http://img3m8.ddimg.cn/82/30/28519408-1_l_6.jpg,百年曾祺 :1920―2020（汪曾祺百年诞辰纪念文集，附赠藏书票）当当独家钤印版,100%推荐,2020-03-01,五星评分：,61,&yen;63.00,&yen;100.00,6.3折
359,http://img3m9.ddimg.cn/50/23/28512149-1_l_3.jpg,尼尔斯骑鹅旅行记(教育部统编语文 六年级下，快乐读书吧推荐必读书目),100%推荐,2020-01-01,五星评分：,60,&yen;33.80,&yen;39.80,8.5折
360,http://img3m2.ddimg.cn/76/8/1305744142-1_l_62.jpg,#凯迪克图书 现货进口英文原版正版 I Am a Bunny 我是一只兔子 金色斯凯瑞 幼儿英语启蒙纸板书 儿童英语启蒙早教原版绘本0-2-3-4岁 赠送音频,99.9%推荐,2004-01-01,五星评分：,1413,&yen;9.80,&yen;100.00,1.0折
361,http://img3m7.ddimg.cn/24/32/28496877-1_l_6.jpg,钱从哪里来：中国家庭的财富方案（罗振宇2020年跨年演讲推荐书目）,99.9%推荐,2020-01-01,五星评分：,177,&yen;44.25,&yen;59.00,7.5折
362,http://img3m0.ddimg.cn/30/3/20039610-1_l_4.jpg,斯凯瑞金色童书・忙忙碌碌的一天（全3册）,99.5%推荐,2007-10-01,五星评分：,1964,&yen;17.80,&yen;18.00,9.9折
363,http://img3m9.ddimg.cn/98/16/27942749-1_l_3.jpg,人间处方：夏目漱石写给青年的信（103个应对世界的方式，与不安、逆境、挫折从容共存的人生指南）,99.9%推荐,2019-10-01,五星评分：,248,&yen;41.10,&yen;45.00,9.1折
364,http://img3m9.ddimg.cn/77/14/25186469-1_l_3.jpg,一个人张灯结彩（易烊千玺推荐）,99.9%推荐,2017-09-01,五星评分：,387,&yen;38.00,&yen;38.00,10.0折
365,http://img3m3.ddimg.cn/83/6/26911253-1_l_9.jpg,"章衣萍夫妇写给儿童的中国名人故事: 彩绘注音版.第二辑, 武・勇卷（共13册，7-14岁）",100%推荐,2019-11-30,五星评分：,82,&yen;211.70,&yen;249.00,8.5折
366,http://img3m6.ddimg.cn/31/11/24041686-1_l_2.jpg,爱丽丝漫游奇境记（新课标经典插图本）,100%推荐,2016-11-01,五星评分：,1198,&yen;13.50,&yen;18.00,7.5折
367,http://img3m0.ddimg.cn/7/1/25108090-1_l_9.jpg,活了100万次的猫（珍藏版）,100%推荐,2017-04-01,五星评分：,2387,&yen;23.40,&yen;36.00,6.5折
368,http://img3m4.ddimg.cn/17/26/25306694-1_l_22.jpg,小学生多功能成语词典 彩图版 涵盖成语故事成语接龙字典 新课标学生专用辞书工具书 四查笔画索引 开心辞书,100%推荐,2018-06-01,五星评分：,721,&yen;46.10,&yen;48.00,9.6折
369,http://img3m5.ddimg.cn/14/16/25235015-1_l_2.jpg,新版林格伦作品选集・美绘版 长袜子皮皮,100%推荐,2018-03-01,五星评分：,9914,&yen;19.60,&yen;23.00,8.5折
370,http://img3m2.ddimg.cn/41/5/23949032-1_l_4.jpg,曹文轩纯美小说：青铜葵花 入选人教版四年级下语文教材,100%推荐,2016-04-01,五星评分：,6819,&yen;18.30,&yen;22.00,8.3折
371,http://img3m0.ddimg.cn/21/2/25283730-1_l_3.jpg,儒林外史(教育部统编《语文》推荐阅读丛书),100%推荐,2018-06-01,五星评分：,1002,&yen;41.60,&yen;45.00,9.2折
372,http://img3m9.ddimg.cn/91/7/23205889-1_l_2.jpg,《装在口袋里的爸爸》系列 第1辑（1-7）,99.9%推荐,2013-12-02,五星评分：,1584,&yen;96.00,&yen;101.00,9.5折
373,http://img3m6.ddimg.cn/87/30/25243206-1_l_5.jpg,神奇校车・动画版（全10册）,100%推荐,2011-04-05,五星评分：,3849,&yen;49.00,&yen;118.00,4.2折
374,http://img3m6.ddimg.cn/48/3/25301676-1_l_3.jpg,人生如逆旅 汪曾祺著作 任伯年 郑板桥 吴昌硕 张大千彩图插画,99.9%推荐,2018-07-01,五星评分：,1292,&yen;33.40,&yen;49.00,6.8折
375,http://img3m0.ddimg.cn/69/14/1295411010-1_l_8.jpg,神笔马良二年级课外阅读必读注音版一起长大的玩具愿望的实现七色花 大头儿子和小头爸爸彩图注音版快乐读书吧二年级下册书目全套5册,99.8%推荐,2019-09-01,五星评分：,159,&yen;23.60,&yen;92.00,2.6折
376,http://img3m4.ddimg.cn/78/32/25099944-1_l_12.jpg,梅格时空大冒险・7~14岁儿童文学科幻经典（含《时间的折皱》[又名时间的皱折/时间的皱纹]）（套装全5册）,100%推荐,2017-07-01,五星评分：,2261,&yen;199.50,&yen;216.80,9.2折
377,http://img3m0.ddimg.cn/67/7/27861340-1_l_3.jpg,世界简史,99.8%推荐,2019-04-01,五星评分：,367,&yen;39.30,&yen;49.80,7.9折
378,http://img3m7.ddimg.cn/47/14/23422457-1_l_15.jpg,奇先生妙小姐・全新译本（全83册）,99.8%推荐,2014-03-01,五星评分：,3409,&yen;380.10,&yen;458.00,8.3折
379,http://img3m7.ddimg.cn/46/22/23630257-1_l_15.jpg,笠翁对韵 中华经典儿童启蒙  注音+注释+典故 每日诵读十分钟 打好国学基本功（近27万读者热评！）,99.9%推荐,2015-01-01,五星评分：,3393,&yen;16.20,&yen;18.00,9.0折
380,http://img3m6.ddimg.cn/0/33/27940176-1_l_3.jpg,和爸妈游中国 给孩子的手绘世界地理绘本,99.5%推荐,2019-09-01,五星评分：,106,&yen;15.18,&yen;79.90,1.9折
381,http://img3m2.ddimg.cn/17/34/28510532-1_l_3.jpg,战胜强迫症（5位强迫症朋友真实自愈故事，8大典型强迫症状描述，2种方法，1套方案，21天自愈强迫症，恢复对未来的可控力。）,100%推荐,2020-03-03,五星评分：,54,&yen;34.70,&yen;39.80,8.7折
382,http://img3m8.ddimg.cn/29/35/25309478-1_l_5.jpg,8册百篇张秋生小巴掌童话注音版一二年级课外书必读三年级课外阅读书籍少儿美绘本经典故事书儿童文学畅销童书小学生读物6-12周岁,100%推荐,2018-04-18,五星评分：,1425,&yen;76.20,&yen;110.40,6.9折
383,http://img3m3.ddimg.cn/32/25/25126133-1_l_3.jpg,孙子兵法・三十六计（新课标，完整原文+详细注释+准确翻译+历史故事，一本少年儿童非常容易读懂的兵书）,100%推荐,2017-08-01,五星评分：,2912,&yen;18.80,&yen;25.00,7.5折
384,http://img3m5.ddimg.cn/90/19/22924035-1_l_1.jpg,看见,100%推荐,2013-01-01,五星评分：,3141,&yen;19.90,&yen;39.80,5.0折
385,http://img3m0.ddimg.cn/1/13/25259950-1_l_5.jpg,小狗钱钱套装（全2册）青春有你吴泽林推荐！一个童话般的理财故事，一幅没有画框的风景。,100%推荐,2018-04-01,五星评分：,3129,&yen;72.20,&yen;76.00,9.5折
386,http://img3m3.ddimg.cn/8/33/27882863-1_l_2.jpg,盗墓笔记.套装（典藏纪念版共9册）（当当专供）,100%推荐,2019-06-01,五星评分：,366,&yen;364.50,&yen;405.00,9.0折
387,http://img3m9.ddimg.cn/22/7/24186019-1_l_7.jpg,见识城邦・人类简史：从动物到上帝（新版）,100%推荐,2017-01-01,五星评分：,5598,&yen;40.80,&yen;68.00,6.0折
388,http://img3m2.ddimg.cn/98/5/24166592-1_l_6.jpg,李清照传：半生烟雨，半世落花,99.9%推荐,2016-12-01,五星评分：,2057,&yen;31.40,&yen;36.00,8.7折
